,Virginia,California,Florida,New York,New Jersey,Texas,Michigan,Massachusetts,Arizona,Washington,Colorado,Illinois,the District of Columbia,Nevada,Hawaii,New Hampshire,Utah,Georgia,Montana,Minnesota,Louisiana,Maryland,Pennsylvania,South Carolina,North Carolina,Vermont,Tennessee,Oregon,New Mexico,Rhode Island,Alaska,Maine,Alabama,Wisconsin,Arkansas,Mississippi,Indiana,West Virginia,Idaho,North Dakota,Connecticut,Kentucky,Missouri,Kansas,Delaware,Wyoming,Oklahoma,South Dakota,Nebraska,Iowa,Ohio
2012-07-01,216716.80477663627,280521.21182836354,131319.4471345976,256121.21398880592,275222.8025387179,134359.45968516657,97680.37348977978,291535.7460503419,146773.17087061892,221076.53727104477,216436.96352748814,142233.83990042136,364724.71791479195,131061.6559318754,412786.1430883866,207693.16035195798,191750.8802010509,119801.74995644554,189522.41262467648,160336.71386843058,151008.6471343266,242730.99795423157,155293.3335036653,138535.2812400499,148471.59099318172,218541.10091039853,133507.83503374923,200116.46936564063,162050.33065490107,211117.06637459,251507.53210664427,178643.7362771955,121600.03467314264,148564.49455567639,116977.96641958914,110197.69881192506,113591.87970352713,101753.84097535152,148495.18375083245,170375.09457205166,233474.68034329414,106245.46090437577,121381.18350747575,116646.04666175989,213935.92835765562,208899.71737197856,108733.0107333295,153311.6972411557,127189.91203103273,121692.67307150857,111250.23827427257
2012-08-01,217535.9070983669,283039.0782647608,131884.4941895631,256132.85087581,274608.3257888237,134727.46412984686,98283.89186409694,292512.74505721364,149506.71585383356,221294.86691115447,218216.7085775555,142365.84598248723,367975.0986605018,132900.45258044198,415026.8509523748,207823.1410456034,193052.20645245482,120200.14112197707,190230.4016676958,161795.8169505051,151245.79713580813,243127.07034959333,155168.39705887696,138601.5226580838,148504.27762225215,219077.2464289004,133707.37054490633,200886.56842141747,162083.77408453918,211038.87244011913,252674.2765081056,178450.21926931362,122613.8977133389,148724.2644188642,117368.01320318981,110022.3782393151,113838.09986799437,102192.51344788831,149770.5013860328,172310.08856799058,232901.23626049605,106200.03636081009,121706.73170460104,117149.59149933887,213876.27600854813,209752.78535246383,108950.28573238252,154814.8145294611,127713.87292456103,122129.69756220943,111239.91115925285
2012-09-01,218323.84329677178,286439.416812019,132485.60177496445,256160.34828797402,274322.41297863243,135042.9807742122,98992.52516151959,293254.3120324676,152402.83180338328,221929.6351838262,220262.738088761,142422.01244275365,372316.0537978434,134757.74307163106,417857.0704278541,207890.47412314542,194446.561742625,120568.98308527579,190793.22291096687,163332.8668457149,151274.1794567608,243801.82912814335,155045.0134510184,138731.4240593382,148551.05165836914,219627.5134478005,133929.00275199555,201780.4843724634,162155.92991705143,210811.51573895742,254334.5260099183,178319.643999208,123554.50120674552,148903.2424500022,117733.80410224409,109844.50840614423,114094.62015985257,102742.08960317056,151176.20591621444,174310.98134179928,232226.56245442675,106055.01762201224,122044.87113211145,117405.78140524375,213579.9416812012,210681.88001271748,109131.63745099427,155970.31363791763,128264.21337294586,122545.31593275222,111300.40991631697
2012-10-01,219177.8394587962,290778.77410041814,133230.872331696,255996.01294742,274118.0137958165,135357.43743395235,99735.56748385621,293928.4191730641,155036.01514198518,222925.60289335452,222280.96058201508,142242.66245181128,377159.3461773117,136688.1423087902,420527.15048996947,207888.87740613814,195872.2373287649,120842.96325011789,191541.99886959497,164916.19337210935,151305.3502676978,244557.68845197427,154863.97842171098,138916.60612556725,148537.83192178397,219987.92084660404,134006.68756991086,203071.4730394408,162255.5124685351,210758.2729058316,255496.38190062888,178060.85696311182,124390.3438434365,149127.70114614547,117917.15723432119,109447.7666480009,114369.03760769147,103130.75546919311,152579.63246696506,176575.74249160863,231581.5913544728,105881.88109411672,122127.90794285476,117495.75185393445,213091.46372718233,211496.66570538926,109242.14913155715,156601.540232802,128823.29541656566,122581.53848640663,111358.39164554111
2012-11-01,220001.20379985936,295530.34436290484,134286.24497614018,255980.5615360567,274389.6509647165,135720.3631020631,100454.54595286673,294871.805832918,157419.39564401435,224391.92527799951,224167.70960964783,141927.70198820872,382080.80728649517,138912.0281918622,423370.4459484394,208032.29922429184,197595.85342174736,121289.84159366507,192667.45787254165,166342.83410292497,151312.1746165899,245690.32818900447,154730.86169939427,139059.3663724238,148539.63537311475,220072.53094875743,134126.97559806393,204559.36843205386,162673.66216014462,211174.2358486875,256716.36642463497,178156.53449463667,125283.99907124764,149241.58401149363,118121.12982608231,109488.16365287789,114503.40115096625,103367.81701963476,153909.7166010208,178745.26866345512,231337.0645725592,105794.23542079628,122097.33204246218,117591.6484159846,213193.65030837766,212390.9394516153,109576.20420537701,156863.62261353785,129182.19559672801,122492.65121082224,111461.2236800276
2012-12-01,220599.24849785588,300587.6229447379,135692.80488552677,255954.39523429805,274711.8094048398,136084.62824372025,101096.75514395327,296343.73955708515,159352.30686320458,226032.1160018565,225834.37827970894,141612.18821700348,386668.70647325093,140969.37476160342,425404.9775533699,208156.86175944307,199384.06217143696,121723.66807564195,193944.7926430117,167640.99198847162,151331.4785267669,246656.56226925016,154642.6823322631,139146.31012898602,148476.338122501,220113.54246530464,134019.23220692168,206110.78977007224,163205.68756933016,211383.03277924276,257035.90521361493,178109.27643896165,125893.64681574031,149308.97605170298,118331.77026968573,109846.1200328623,114560.11802322825,103567.92118308278,155102.82525559663,180942.43899720864,231406.02127977877,105868.12453452132,122032.15625680785,117725.99063157215,213502.7325142411,212957.1377672005,110030.86285085692,157146.87607761144,129384.99989270412,122786.46756969288,111524.84361400385
2013-01-01,221341.92238572682,305378.13956882176,137301.46492058825,256364.29349633338,275274.0215755908,136593.16005374095,101736.12717723747,298212.72803492163,161137.48903466688,228027.1255677572,227532.96603818433,141644.33584405587,390555.8576437274,143291.25063896063,427300.9598919063,208352.0600895021,201364.55439581934,122260.00323541892,194971.91048415765,168845.29679920408,151588.79801680424,247942.1506229937,154636.7666602141,139247.9071203873,148422.65425543746,220516.93875821368,133889.90116503448,207786.8462480085,163442.90516782447,211438.01354721337,256963.31241246217,177983.50320807713,126183.78360394594,149466.00569040418,118604.54908754403,110292.24335917772,114505.82960529585,103654.309080652,156245.01517272738,183268.4670323986,231947.27584919892,105885.84489669837,122013.5809014601,117900.07700916215,213883.56901929333,213721.29920081492,110524.05691292032,157684.3726244831,129496.9933052032,123464.25767417654,111652.98715485683
2013-02-01,222253.55228975578,309617.53511991544,138943.713313195,257046.01679435102,275821.9675842914,137239.39367073347,102477.79545744292,300274.8007389169,162823.95848759566,230013.62780368488,229125.1501998262,142173.57315187654,394045.7878405922,145654.0614614437,428854.753919018,208954.76368659982,203113.38620247817,122960.53124153113,195578.67876313275,170037.43134865814,151551.55795961714,249252.69709821642,154658.11130937396,139518.1080101352,148533.16474134242,221340.6415024565,133988.80060756227,209596.20969797802,163276.78307520278,211639.60874444232,256446.71112157954,178009.93364244016,126345.09703640938,149861.93983484025,118927.78207900305,110286.74970355791,114532.7844022024,103318.40035091467,157490.2616223518,185123.7165544102,232668.40915634288,105893.32535253566,122093.86731537689,117986.66766525725,213949.8235733063,214453.69892784607,110678.40678354661,158382.276482828,129790.28351311224,124050.51347151441,111867.72872422081
2013-03-01,223201.2839689165,313259.20248522126,140619.5842987208,257848.8386526458,276250.43650676106,138005.2599473155,103448.96584710426,301630.6383728825,164739.71103048386,231830.05182826938,230380.18266735668,142965.62788049012,396152.8862420329,148425.84679820976,430872.6146884102,209374.47760201976,204830.08076995818,124021.84119012591,195889.76235992493,171229.97876495877,151743.0647759358,250565.0352079836,154892.91518920133,139939.1440679872,148770.5513125078,222346.6314302919,134445.33391309026,211387.75435672599,163107.17665759785,212512.10713787455,255779.03739949266,178001.72495299063,126584.15674273275,150364.9522993463,119270.63350062043,109827.1811246747,114543.44621372141,102977.31279157363,158850.30721462422,186623.04654021896,233225.68476854262,105805.46870489698,122208.4981481057,117946.63834242449,214348.47813790324,215169.63455427464,110767.81994002247,159170.1401747221,130187.25242831012,124513.8381563904,112282.56619300281
2013-04-01,223972.05996569045,317546.08829073334,142345.66282962123,258606.8889944771,276744.847350423,138732.34594235077,104609.31793575159,302868.2759973727,167060.3487967349,233503.42301672624,231492.6275118041,144054.28943742457,398231.9697825049,151698.95989893435,432463.761833664,210034.64942050158,206667.0486600458,125354.96343066425,196565.61306755766,172313.19764859215,152199.53581605607,251873.54946453733,155332.18619663434,140443.87749937296,149127.16515613234,223232.23257466475,135153.73382687924,213106.95618974254,163173.67420295972,213786.34413365353,255872.3122207357,178638.34599749264,127053.47348505918,150908.08169975763,119561.91110344684,109402.96267669984,114667.64096455315,102501.11153188237,160365.38186495262,187468.50635833727,233661.88274156826,105797.30732535727,122498.36595949884,117932.03018447931,214986.70148208787,215760.0452029578,110880.67141282967,159893.24473113896,130662.40324539872,124988.4948512296,112865.19060275279
2013-05-01,224805.45635271972,323402.0357943556,144292.52050696677,259465.2691447104,277596.0225604267,139562.19453750688,106004.04023576093,304258.5068428743,169788.20316994356,235414.8332896704,232768.4482167588,144987.2266476188,401153.4314638504,155779.7657784126,434833.2666371958,210721.203900691,208868.62306818098,127015.04599548492,197572.5859508439,173555.17350390353,153124.66454449575,253517.78300922512,155982.25323871363,141014.88092990834,149652.11731435955,224014.58040101788,135968.71102244893,215059.07768997314,163591.2025932521,215180.35406281435,256511.71775780068,179460.6399140025,127720.04566853975,151504.0510070977,119770.8863029672,109068.54809466303,114973.35659584512,102236.57682461897,162118.3652181823,188727.2679468753,234100.2430682464,106032.7323927537,122908.2219024434,118063.32151866802,215443.3294526463,216238.38983340655,111074.58767501525,160666.01336961132,131064.68091934496,125655.03744715266,113623.60717446962
2013-06-01,225919.24262714517,330488.2472294666,146200.28400952462,260657.80409014234,278607.2923826351,140552.42303344895,107498.36684346305,306343.1490220561,172651.6441571243,237502.0074639585,234479.4056693352,146131.5319926252,405640.2215451345,160616.8190019387,437697.4533178055,211773.95510454674,211218.9178677109,128707.25561083139,198715.39359324565,174935.32396206318,154256.76718309455,255273.74445469913,156530.6701855218,141613.53200666627,150304.76915408272,224743.5901574435,136629.52039490239,217300.3685894759,163997.74999983626,216556.6226272621,257838.84777531578,180698.27882733266,128300.11971234635,152140.91162566733,119920.8322243339,109088.35291327491,115433.72289252553,102041.93496156717,163897.590329835,190121.02718223073,234704.81230406897,106510.11663457757,123479.30921299731,118411.14381451132,216194.3752428353,216661.26577568162,111312.31990598254,161328.7957196833,131502.80674979588,126218.26641310385,114299.15018244747
2013-07-01,226987.24898913832,337586.6979355942,148032.86882901864,261846.09753761077,279747.8890963243,141502.74549514134,108940.10630800528,308536.12815762014,175402.7131431487,239479.46942949528,236460.02042654846,147065.0766338032,410573.97391725075,165435.57585243488,441369.93890706217,212611.29580324548,213434.98225343274,130353.04438513702,199588.99412252335,176475.01440107237,155009.71590428145,256734.41184119965,156692.34081374385,142127.38474603018,150973.02064147135,225229.16205902063,137077.26660125537,219517.52915760872,164065.52588600203,217729.45631379474,259202.70180989476,181606.31719534707,128691.07424551866,152686.2703717073,119943.72409615705,109043.99785799893,115965.59816243757,101731.90839861122,165552.4949463729,191522.93841420315,235351.21825892528,106986.94673771587,124106.21895020758,118720.72631251036,216824.09919770388,216647.6534868109,111478.42915212548,161863.74999389972,131963.5248181255,126659.63390607569,114830.33647760912
2013-08-01,228007.4457392107,344376.19797849475,149782.52116786805,262913.23800981836,281085.5443855362,142424.04846549733,110539.5754983833,310502.86825207324,178012.32359114676,241228.16804028497,238516.0063339905,148292.74703403507,415389.61992992,169741.23959970826,445419.700665593,213471.0777870461,215465.19494592157,131894.23878930204,200474.5736177372,178202.1000067863,155892.11453123004,257721.4231033514,156748.74576612443,142656.06718506603,151609.78963809006,225697.1034230727,137440.67501502857,221689.10892953107,164102.16541983522,218757.17196143387,260493.2782199875,182321.32344460313,129047.01625038047,153340.27463066447,120052.19961260515,109394.71733474197,116540.0368181845,101835.58703621582,167012.53303258822,193049.78645726052,235896.0077186498,107524.26639626425,124938.9452860455,119113.38685743885,217991.67695482707,216618.38009836874,111874.13483666489,162477.44512103955,132596.19034358583,127303.27167997527,115313.38767270645
2013-09-01,228839.91803970476,351029.83526265295,151482.89053526393,263684.8006332815,282651.45870085974,143143.13779939894,111956.11659133826,312279.4769413943,180393.05564356365,242939.87808155315,240496.10299140587,149409.61400948686,420987.23613234865,173603.85686290104,450358.3587928031,214383.9199311305,217279.6508853474,133217.82297395702,201419.07575409583,179864.0574571715,156606.5637340153,258639.54359034216,156677.92935968886,143117.06628403827,152122.54535402593,226264.79528305304,137767.41374526094,223739.03105356227,163998.0806505214,219675.53763515083,261980.67229906181,182861.73326092734,129343.3699046562,153931.84821076939,120216.69875055172,109476.33013265296,117003.67544088942,102174.75208290394,168368.53118916354,194529.0531003489,236342.35717997514,107812.93201996316,125661.52067506721,119412.14633235474,218949.9002141103,216793.18615048725,112129.46750917051,163035.52403444692,133130.2324118503,127735.99449171219,115705.79773342195
2013-10-01,229696.85271279005,357601.3275574552,153278.12043440345,264503.79266306385,284206.05513369886,143963.0591068097,113309.89783262601,314116.814420555,182518.00339446578,244720.64722929787,242385.22789844335,150835.91380926876,427134.84928897227,177140.527383485,455613.1149646799,215448.09682718085,218980.2525618646,134573.51658663564,202467.93167385875,181518.80598186655,157218.78502720725,259732.85021849247,156897.41395028497,143696.41025923102,152643.82981229058,226835.32703046474,138238.2701552467,225816.8926052434,164011.28338186353,220588.14792184814,262870.2782986806,183245.62470989217,129827.39240395765,154532.41430712453,120528.60213024284,109840.95816430962,117395.68432458914,102918.44418265302,169722.36869421366,196313.95908178456,236797.22887925376,108120.76690585377,126360.31216365495,119838.0675070831,220539.2291643919,217293.768535274,112653.58352584689,163853.2827293593,133687.97734398235,128211.03062856446,116088.69201195186
2013-11-01,230265.30414932373,363113.52819541964,154863.73753570623,265182.4411920625,285086.73025322525,144714.10011826464,114148.55177694508,315924.0015537587,184121.06890565009,246381.8278420826,244021.19955266698,152069.3137152772,432452.35572142055,180239.6309048306,459726.04432186484,216116.08352554854,220310.47744869153,135656.76068385786,203324.6857784275,182780.39923036433,157430.1054012644,260986.10130004658,157054.97327832165,144045.83290876538,152906.82357276633,226665.3777283981,138568.34248990566,227599.96271020558,163837.99930912032,221432.32031064737,263267.9175600111,183460.91999006024,130130.42693641195,154653.77366537726,120604.97274132383,109987.42365189048,117484.66337405045,103219.39547119064,170665.48987647064,197621.99229983278,237227.20467896562,108171.26552116607,126606.23360665735,120133.76636224573,222245.76192189517,217549.265775508,113142.35102728308,164345.0448380518,133941.68855976016,128502.35532420206,116167.00408903405
2013-12-01,230696.95684738434,367553.6991801054,156481.4999471866,265640.81042321055,285760.4997485853,145556.65627281903,114864.49910829215,317803.803866449,185276.82071758108,248101.95842726598,245523.5551054591,153233.9313607878,436244.5567555213,182391.62687623923,462753.63656485203,216605.11552680307,221252.17258966484,136841.38846567727,204228.09108577514,183955.18959500178,157132.95910799233,262356.38524710695,157269.0950930656,144408.41268589103,153141.56160550544,226192.7165174179,139029.4219317897,229366.71797798946,163762.8653322747,221958.96316768453,262723.2337714192,183458.13190549312,130522.20061234671,154848.3667342602,120482.1204165774,110222.79154927396,117539.98097627312,103067.38349967114,171383.2026523937,198633.7331148713,237683.74529111534,108301.21635093757,126639.90224398428,120337.92513317188,223592.88688519955,217591.00455378054,113647.4372084372,164587.3775641836,134255.98528983552,128775.31468854575,116243.02162742756
2014-01-01,231048.14894498294,370767.40138252336,158021.33561573713,266034.66439979314,286689.21812141576,146546.19757530853,115583.3625513563,319592.1389928379,186455.9803623606,249818.5370717744,246782.04247513655,154081.51564797715,438664.7434500622,183852.79557680947,465100.58598380134,217044.145642361,222012.27790133053,137915.1340688036,205168.98614519808,184984.65327365525,156741.89950677566,263692.575899235,157410.4335517358,144743.34373369106,153379.0268031369,225830.70302907037,139439.23723081686,231014.9225466254,164082.11550773642,222367.37028837242,261905.7878348548,183457.2323036068,130862.6850467589,155094.41677415828,120478.88327578979,110448.2096830564,117597.40012101801,102549.61934412837,171889.55151677216,199236.259427955,238050.68927201952,108390.09914207838,126555.01971821683,120353.54370769668,224547.47450790438,217537.45380648217,113920.09836173018,164687.4217229107,134410.08322289583,129029.04206321713,116211.50470157678
2014-02-01,231325.9999761669,373424.34044630703,159680.787571459,266574.23386210256,288352.28484521346,147663.18625336527,116549.11045642832,321191.2838326986,187712.9686324764,251490.3422777202,248067.53804066393,154997.88276993317,441561.7660409811,185320.57549486894,467720.6778154303,217582.6953661797,222637.88032798233,139115.88891753223,206058.14706834054,186130.43082892723,156498.24693100946,265042.99515105935,157509.44078574862,145333.17913504687,153869.55451294404,226036.00917204065,140032.50582151455,232621.31738807718,164659.79957136358,222749.65339156231,261091.54143810738,183524.5706420438,131368.51473861144,155696.36341049476,120755.7334405905,110849.25854902768,117822.01743882392,102132.31204828214,172556.9067782036,199700.6757889739,238305.0105991295,108555.72546099103,126553.1048254874,120213.86944674737,224929.48244534698,217584.42028540294,114059.93516785534,164605.97715821877,134625.4945545947,129046.50796255004,116322.68244891411
2014-03-01,231807.94718508166,375840.6758950115,161237.06188295325,267564.98422900145,290524.07147136104,148790.03315491803,117424.78701785945,322610.47048939875,188981.81820462574,253012.7383665243,249290.71012893412,155795.33472308083,444116.5144167428,186868.23887195392,470605.6435816938,218176.89038169602,223477.23714433645,140230.41670289097,206925.29489122622,187294.15532184427,156357.0002603206,266368.0163803445,157608.02784860737,145869.89391226042,154396.67454394398,226442.46210831698,140535.76743812277,234202.178454724,165219.81858789982,223508.5520527095,260584.76414571702,183669.45088463314,131755.31480061097,156385.8508991972,120998.6085612552,111155.29955442536,118065.69770724852,101409.74989051546,173339.0965320864,200014.95708732362,238687.06343707812,108610.26344351804,126648.09100997732,120158.73894888895,225369.86384877595,217685.92571468823,114074.4322159916,164667.4760370622,134835.806433748,129295.47456313255,116470.14255289071
2014-04-01,232375.67248863008,378787.53793702676,162622.95676435038,268718.20904106076,292650.7343401159,149769.55268999224,118417.67201095284,324100.9639819855,189932.84742535604,254359.34227191433,250694.76907920375,156609.8673350658,447328.4158866131,188734.83403137047,473620.48901412584,218739.09565897167,224200.88290839756,141372.35554817165,207704.3496514312,188354.89488312008,156422.12923093143,267807.86557240173,157854.84061439475,146426.84653281505,154946.81791408223,226721.5287011018,141165.12091163185,235756.28669136643,165593.71908645856,224750.5719289959,260975.29208449484,183932.4656272682,132144.89469654282,157154.51069129418,121194.31590463239,111456.82232188252,118502.53869278038,100819.0757296934,174167.80391713986,200387.5172182854,239210.99856449082,108860.6471882731,126899.63517122057,120225.98219224722,225255.78192037882,217885.1407452106,114200.04894632414,164737.65345248845,135235.2591325273,129804.99844215426,116871.73041156284
2014-05-01,233256.58085664306,381932.14590693236,163989.9184144648,270089.1727774344,294667.7215405384,150761.7825812268,119401.61592302704,325808.8042674146,190705.39113121046,255815.9537264196,252207.72871101505,157450.67911762546,450159.42286596517,190613.11107459842,476928.4304883972,219620.3287685621,225110.88603415407,142542.64948312673,208750.7579467049,189321.88464699456,156641.78035245344,269054.88624050183,158305.80862004895,146982.85939776315,155524.0676135868,227480.00935749142,141895.61209034073,237510.77789798134,166151.11728978858,226084.16701977912,261856.3661348635,184615.06400184147,132500.82959219615,157934.23652659674,121486.64328411134,111897.94672439988,119111.14299953816,100200.66400436813,175181.49339553,200983.44756668716,239964.96563737805,109326.35009782207,127449.16858337178,120631.23756675981,225642.50044475016,218538.75305299368,114514.5507530564,165078.95060907467,135791.10265766628,130528.37942547601,117571.14606240309
2014-06-01,233860.12243708805,384521.7828143658,165122.72057186888,271034.82204649906,295864.7999715658,151769.17372497628,120521.04688544502,327120.1117504809,191255.48574903735,256879.26727649392,253746.64093255546,158349.08509826945,452925.5157645208,192765.77205597502,479666.40272301395,220395.58475810988,225711.21430475966,143522.49227625362,209577.62075514323,189922.34973122968,157203.88095524808,269773.9291883252,158782.49828555805,147533.9267826078,156012.30799562848,228163.9324612458,142668.9441678869,238916.4568258829,166452.73561808502,226917.48964808995,262307.7162467722,185408.52512880936,132761.50811219722,158564.80443665036,121898.40632836703,112522.04097929825,119769.58348856546,100127.73967905191,175958.08375209113,201871.8658662776,240397.7606826252,110014.52616585931,128153.51968707214,121164.4648287968,225922.4485193145,219066.38285265665,115043.02351241151,165564.1565880198,136368.04360349418,131304.0648864557,118321.14576751385
2014-07-01,234313.27677469453,386224.51475583756,166289.78184985873,271813.10264927516,296541.8854670048,152916.3964045108,121573.2165297222,328049.58699618216,191739.26380608123,257761.92139907487,255369.76104733103,159344.40414893706,455790.49539333367,194670.41102415265,482281.31063304585,221116.50835959718,226322.32911197862,144370.46570237214,210820.6069170001,190393.6780719899,158069.59971501477,270011.5423622772,159278.4076610963,148087.79905347756,156422.56208888142,229141.65426974368,143366.14535322867,240239.60710689487,166733.61318687763,227238.16598166755,262807.9024644906,186249.91471429344,133069.17199315687,159075.8360159604,122327.50981631655,113373.50679042783,120466.40358608276,100719.51510853978,176844.83949437624,203244.91304877712,240581.5798912651,110672.89019857941,128918.5742008863,121777.01864136582,226711.57033629113,219799.92222687262,115638.97411092433,166281.62946343652,136968.81899709874,132024.18543270126,119000.3006362454
2014-08-01,234598.6482896815,387717.38658814767,167282.8960745995,272275.8757842745,296762.0685847865,153948.04290367142,122404.09060977395,328428.07735752437,192180.44443224775,258366.10819387133,257004.4076892614,160166.2077830019,458369.9803551763,195994.88411728173,484601.7422364569,221552.34178148946,226887.00275285018,145039.06037030392,211918.8148854156,190728.6674443983,158758.65854177243,270163.3488470884,159522.31031030676,148406.3490372315,156637.59294724572,229726.73454505682,143793.22247808395,241426.50631603683,166633.10996981242,227259.55529704914,263276.631598487,186626.88398475794,133340.430575872,159360.01242411693,122723.09163360282,114317.11390833558,121039.66734487808,101722.01236130897,177531.50830089278,204832.77354874244,240355.6260275528,111102.53336484868,129535.98005416694,122319.45757386238,227382.88443240497,220416.8364186104,116184.08767172927,167069.8173403303,137503.20742438978,132475.47359171833,119398.70164780854
2014-09-01,234968.2795074596,390182.0568429781,168315.15214284003,272896.85638362163,297074.805917219,154857.62460390487,122984.70437115528,329027.18023399235,192673.13950000447,259194.77739374604,258993.31846349422,160767.71505962854,460889.43001579406,197002.5164650624,487863.34875496285,221889.14919671265,227531.02496197494,145642.40270078118,213070.1469902949,191082.04259537873,159285.37498701387,270704.38102901104,159545.36656281658,148623.70275581445,156799.8050630839,230342.8130005994,144087.0538425926,242803.50530175943,166554.80740051004,227521.93574629418,264966.9045538848,186797.39989901878,133477.79283034653,159382.65333475356,123064.88339683204,115166.40790520619,121478.50361627074,102689.76386348833,178224.65314344096,206402.70898570272,239995.97586252305,111241.86821828048,129917.75134626664,122732.94038392008,228418.78850903932,221248.80259558148,116634.12099880229,167756.51863966926,137845.92312410343,132531.99818003285,119603.19057698453
2014-10-01,235203.25961333595,393308.56732556195,169181.44387654998,273378.4428196145,297264.0173979432,155502.51455056618,123143.66503164989,329329.6723631655,192957.82539008217,260040.56340837153,261145.53641847926,161127.50122132336,463026.14207508153,197655.13189980516,490875.7201297898,222108.48912022836,227992.44293364728,146101.40372650244,213631.76003568506,191312.14325212096,159587.8768692357,271297.84172605176,159211.30684476648,148616.2264672839,156796.81482782285,230444.9911796424,144211.42028371277,244088.5424047585,166364.22896855522,227742.84708708525,266160.0828187503,186506.669892711,133242.28843108317,159132.403513982,123149.96116631437,115750.35470921727,121594.81208498105,103296.41888149106,178626.97954101363,207797.53470210926,239355.10575428573,111106.93852307541,129998.02156383776,123052.09174097807,229169.15345837004,221777.30347510436,116925.59715786732,168025.11620924028,137986.39108321676,132043.76507349615,119508.68258266961
2014-11-01,235439.40066401125,396812.3951822177,170264.03440835213,274039.92309411993,297361.22161911055,156317.52862587475,123352.99495652744,330109.18332173134,193393.78146538627,261273.43230429004,263561.815124616,161468.07600324464,465356.8999822796,198787.23919997623,493861.7348070058,222473.87161178634,228502.3383567472,146645.52953461427,214356.09397842223,191641.7664182696,160230.25023117545,272004.5970370634,159002.23857857968,148771.73993123273,156940.132330699,230332.72176875733,144560.08080540775,245501.66493462436,166446.91687216915,228241.16714931608,267456.3265664235,186230.79067221357,132969.02834923845,158968.2612503876,123204.4166398477,116283.16206421064,121668.88754499845,104020.19702472577,178861.852072513,209264.75008224373,239109.18435655022,110970.82930067119,130090.93242276566,123355.39456353581,230081.06220598717,222225.27105693825,117340.65352869914,168123.72920447623,138132.18335338347,131718.84253650613,119471.46544190172
2014-12-01,235697.57464472964,400047.581495862,171547.75524379127,274604.42983535427,297330.9723970678,157271.06584291972,123645.77491237236,331239.7548066836,193830.68151467564,262928.63487614895,266178.8588196575,161837.19994664786,467940.84901865333,199657.39356726213,496069.4032127498,223025.44084970924,229200.45541489866,147228.81531323187,215171.0694151764,192088.98005803372,161127.050635918,272331.29242155974,158983.3565329615,149012.1653102542,157230.9806652063,230088.64205610656,145001.47792665308,247229.46509283796,166712.50904494865,228638.67550483803,268248.0135328206,186000.65715255844,132799.69451710995,159074.53295879424,123307.63135749071,116941.46691895441,121831.35012337075,104738.90423023926,179111.7354146978,210896.32169119586,239022.18361016584,111025.11959136096,130372.1008318385,123885.54689044827,230698.46036598537,222937.58899874918,117976.18056804256,168326.42229704742,138469.7256725972,131853.76579641836,119609.85976417304
2015-01-01,236061.81939480326,402923.90914772317,172949.30959918082,275027.2826704217,297276.58639380435,158464.3210269011,124168.41951961124,333053.0578037906,194473.82958847436,265074.0667162467,269147.17476288014,162068.98260836958,469593.408080044,200713.7819846319,498597.0584781303,223650.25212402854,230364.28307332634,147807.15995818158,216213.5920131592,192865.88317881653,162091.01191409738,272408.58897333214,159063.6337439182,149389.91407238765,157729.87052405623,230119.1977235695,145539.9116470633,249198.68920195548,166946.2052240454,229007.02644356946,269131.65082089434,185928.9687442265,132697.69508611123,159492.3549659894,123476.93426411919,117692.37128748304,122078.60899013141,105538.03745836877,179618.65123527197,212396.18893754575,239179.12792333623,111140.46523798785,130726.70573357881,124402.52399332942,231700.07488747235,224049.30159518818,118576.42314218039,168919.53528831594,138893.11651252015,132430.76083568492,119955.08136214789
2015-02-01,236421.81826190525,405354.9566107826,174177.6571134144,275276.55986974906,297374.1067757167,159700.94275348025,124741.906583118,335034.52919488185,195162.17403916278,267438.946810233,272459.47623352817,162089.3827870764,470846.8080775622,201632.88570159662,501258.7304177685,224456.84450401444,231683.36891901,148371.7363273174,217142.39215895513,193839.3154473507,163038.88616315415,272511.44751013344,159116.1202060423,149830.35125790385,158286.11701912107,230615.3185679374,146108.232561578,251417.91804121315,167148.7316435446,229571.82898478306,269721.4127163373,186118.7933204445,132587.74904235246,160010.56208896064,123625.70454440184,118338.0600131981,122337.01664348661,106023.52371131587,180467.88973921756,213815.7041699454,239147.38383737757,111279.09547809412,130969.80343264854,124904.84311919405,232845.12065223246,225579.86178333254,118932.95159614114,169790.9547934614,139411.0222593693,133180.01934832844,120328.47736928116
2015-03-01,236783.5913058007,407344.735916636,175262.22411099807,275529.67494023714,297811.81751221075,160909.90903734916,125534.22723321327,336830.09961419145,196113.0469212119,269654.20491678856,275679.577796272,162325.37462729076,471395.85587309493,202831.244068925,503600.42075370165,225275.7508155811,233165.31249075662,149005.5302155762,218146.34208518724,194966.47901933675,163787.79764911867,273003.2178596288,159309.19258418272,150411.50620999854,158826.0958272634,231247.4322769032,146751.85826719215,253429.84577940172,167534.26896662838,230330.95550245896,269920.34274613793,186405.34788809973,132687.9519748654,160610.63832367325,123889.49345931837,119055.31749165578,122617.47118615167,106484.73349098384,181598.09823984234,215227.14434152018,239454.12072137988,111497.16158187685,131276.14911347427,125301.65418679435,234052.74694374428,227127.43890310265,119204.40262104747,170605.96753963918,139946.17126134774,133926.98397642456,120760.99256612376
